Id	Polaridad	Happiness	Anger	Fear	Repulsion	Surprise	Sadness	interest
1200	0,75	0,633333333	0	0	0	0	0	Family
1201	0	0,5	0	0	0,5	0,5	0	Family
1202	0,8	0	0	0	0	0	0	Family
1203	0,7	0,3	0	0	0	0	0	Unidentified
1204	0,85	0,625	0	0	0	0	0	Unidentified
1205	0,775	0,75	0	0	0	0	0	Unidentified
1206	0,833333333	0,55	0	0	0	0	0	Family
1207	0,55	0,65	0	0	0	0	0	Family
1208	0,8	1	0	0	0	0	0	Family
1209	0,5	0	0	0	0	0	0	Family
1210	0,6	0	0	0	0	0	0	Family
1211	0,733333333	0	0	0	0	0	0	Family
1212	0,766666667	0	0	0	0	0	0	Family
1213	0,65	0,266666667	0	0	0	0	0	Family
1214	0,55	0,4	0	0	0	0	0	Family
1215	0,8	0,5	0	0	0	0	0	Family
1216	0,666666667	0,45	0	0	0	0	0	Family
1217	0,6	0	0	0	0	0	0	Family
1218	0,733333333	0	0	0	0	0	0	Family
1219	0,65	0	0	0	0	0	0	Family
1220	0,65	0,266666667	0	0	0	0	0	Family
1221	0,55	0,4	0	0	0	0	0	Family
1222	0,9	0,95	0	0	0	0	0	Family
1223	0,666666667	0,45	0	0	0	0	0	Family
1224	0,6	0	0	0	0	0	0	Family
1225	0,6	0	0	0	0	0	0	Family
1226	0,65	0	0	0	0	0	0	Family
1227	0,65	0,433333333	0	0	0	0	0	Family
1228	0,7	0,733333333	0	0	0	0	0	Family
1229	0,9	0,95	0	0	0	0	0	Family
1230	0,666666667	0,45	0	0	0	0	0	Family
1231	0,2	0	0	0	0	0	0	Family
1232	0	0	0	0	0	0	0	Unidentified
1233	0	0	0	0	0	0	0	Entertainment
1234	0	0	0	0	0	0	0	Entertainment
1235	0	0	0	0	0	0	0	Entertainment
1236	0,5	0	0	0	0	0	0	Unidentified
1237	0,5	0	0	0	0	0	0	Unidentified
1238	0,4	0	0	0	0	0	0	Unidentified
1239	0,55	0	0	0	0	0	0	Unidentified
1240	0	0	0	0	0	0	0	Sports
1241	0,6	0,275	0	0	0	0	0	Sports
1242	0,5	0,266666667	0	0	0	0	0	Sports
1243	0,5	0,5	0	0	0	0	0	Sports
1244	0	0	0	0	0	0	0	Unidentified
1245	0	0	0	0	0	0	0	Unidentified
1246	0	0	0	0	0	0	0	Unidentified
1247	0	0	0	0	0	0	0	Unidentified
1248	0	0	0	0	0	0	0	Unidentified
1249	0	0	0	0	0	0	0	Unidentified
1250	0	0	0	0	0	0	0	Unidentified
1251	0	0	0	0	0	0	0	Unidentified
1252	0	0	0	0	0	0	0	Unidentified
1253	0	0	0	0	0	0	0	Unidentified
1254	0	0	0	0	0	0	0	Unidentified
1255	0	0	0	0	0	0	0	Unidentified
1256	0	0	0	0	0	0	0	Unidentified
1257	0	0	0	0	0	0	0	Unidentified
1258	0	0	0	0	0	0	0	Unidentified
1259	0	0	0	0	0	0	0	Unidentified
1260	0	0	0	0	0	0	0	Unidentified
1261	0	0	0	0	0	0	0	Unidentified
1262	0	0	0	0	0	0	0	Unidentified
1263	0	0	0	0	0	0	0	Unidentified
1264	0	0	0	0	0	0	0	Unidentified
1265	0	0	0	0	0	0	0	Unidentified
1266	0	0	0	0	0	0	0	Unidentified
1267	0	0	0	0	0	0	0	Unidentified
1268	0	0	0	0	0	0	0	Unidentified
1269	0	0	0	0	0,566666667	0,566666667	0	Unidentified
1270	0	0	0	0	0	0	0	Unidentified
1271	-0,9	0	0	0	0,35	0,35	0	Unidentified
1272	-0,95	0	0,35	0	0,15	0,15	0	Unidentified
1273	-0,9	0	0,65	0	0,15	0,15	0	Unidentified
1274	0	0	0	0	0	0	0	Unidentified
1275	0	0	0	0	0	0	0	Unidentified
1276	0	0	0	0	0	0	0	Unidentified
1277	0	0	0	0	0	0	0	Unidentified
1278	0	0	0	0	0	0	0	Unidentified
1279	0	0	0	0	0	0	0	Unidentified
1280	0,7	0,4	0	0	0	0	0	Unidentified
1281	0,7	0,6	0	0	0	0	0	Unidentified
1282	0,6	0,625	0	0	0	0	0	Unidentified
1283	0,6	0,55	0	0	0	0	0	Unidentified
1284	0,7	0,4	0	0	0	0	0	Unidentified
1285	0,9	0,5	0	0	0	0	0	Unidentified
1286	0,7	0	0	0,5	0	0	0	Unidentified
1287	0	0	0	0,25	0	0	0	Unidentified
1288	0	0	0	0	0	0	0	Unidentified
1289	0	0	0	0	0	0	0	Unidentified
1290	0	0	0	0	0	0	0	Unidentified
1291	0,5	0	0	0,2	0	0	0	Unidentified
1292	0	0,5	0	0	0	0	0	Unidentified
1293	0,5	0	0	0	0	0	0	Unidentified
1294	0	0	0	0	0	0	0	Unidentified
1295	0	0	0	0	0	0	0	Unidentified
1296	0	0	0	0	0	0	0	Unidentified
1297	0,4	0	0	0	0	0	0	Unidentified
1298	0	0,5	0	0	0	0	0	Unidentified
1299	0,5	0,5	0	0	0	0	0	Unidentified
1300	0	0	0	0	0	0	0	Unidentified
1301	0	0	0	0	0	0	0	Unidentified
1302	0	0	0	0	0	0	0	Unidentified
1303	0,35	0	0	0	0	0	0	Unidentified
1304	0,3	0	0	0	0	0	0	Unidentified
1305	0,5	0,25	0	0	0	0	0	Unidentified
1306	0,7	0,25	0	0	0	0	0	Unidentified
1307	0,5	0	0	0	0	0	0	Unidentified
1308	0	0	0	0	0	0	0	Unidentified
1309	0	0	0	0	0	0	0	Unidentified
1310	0	0	0	0	0	0	0	Unidentified
1311	0,6	0	0	0	0	0	0	Unidentified
1312	0	0	0	0	0	0	0	Unidentified
1313	0,5	0,25	0	0	0	0	0	Unidentified
1314	0	0	0	0	0	0	0	Unidentified
1315	0	0	0	0	0	0	0	Unidentified
1316	0	0	0	0	0	0	0	Unidentified
1317	0	0	0	0	0	0	0	Unidentified
1318	0	0	0	0	0	0	0	Unidentified
1319	0	0	0	0	0	0	0	Unidentified
1320	0,5	0,25	0	0	0	0	0	Unidentified
1321	0,5	0	0	0	0	0	0	Unidentified
1322	0,65	0	0	0	0	0	0	Unidentified
1323	0,766666667	0	0	0	0	0	0	Unidentified
1324	0,7	0	0	0	0	0	0	Unidentified
1325	0,833333333	0,375	0	0	0	0	0	Unidentified
1326	0,766666667	0,5	0	0	0	0	0	Unidentified
1327	0,8	0,5	0	0	0	0	0	Unidentified
1328	0,9	0	0	0	0	0	0	Unidentified
1329	0,65	0	0	0	0	0	0	Unidentified
1330	0,825	0	0	0	0	0	0	Unidentified
1331	0,825	0,425	0	0	0	0	0	Unidentified
1332	1	0,55	0	0	0	0	0	Unidentified
1333	0,9	0,6	0	0	0	0	0	Unidentified
1334	-0,8	0	0	0	0	0	0	Unidentified
1335	0	0	0	0	0,7	0,7	0	Unidentified
1336	-0,866666667	0	0	0	0,4	0,4	0	Unidentified
1337	-0,9	0	0	0	0	0	0	Unidentified
1338	-0,9	0	0	0	0	0	0	Unidentified
1339	-1	0	0	0	0	0	0,3	Unidentified
1340	0,4	0	0	0	0	0	0	Unidentified
1341	0,5	0	0	0	0	0	0	Unidentified
1342	0	0	0	0	0	0	0	Unidentified
1343	0	0	0	0	0	0	0	Unidentified
1344	0	0	0	0	0	0	0	Unidentified
1345	0	0	0,233333333	0	0	0	0	Unidentified
1346	0	0	0	0	0	0	0	Unidentified
1347	0,5	0	0	0	0	0	0	Unidentified
1348	-0,25	0	0	0	0,25	0,25	0	Unidentified
1349	-0,6	0	0	0	0,35	0,35	0	Unidentified
1350	-0,6	0	0	0	0,233333333	0,233333333	0	Unidentified
1351	0	0	0,233333333	0	0	0	0	Unidentified
1352	0	0	0	0	0	0	0	Unidentified
1353	0	0	0	0	0	0	0	Unidentified
1354	0	0	0	0	0	0	0	Unidentified
1355	0,5	0	0	0	0	0	0	Unidentified
1356	0	0	0	0	0	0	0	Unidentified
1357	-0,2	0	0	0	0	0	0	Unidentified
1358	0	0	0	0	0	0	0	Unidentified
1359	0	0	0	0	0	0	0	Unidentified
1360	0	0	0	0	0	0	0	Unidentified
1361	0	0	0	0	0	0	0	Unidentified
1362	0,5	0	0	0	0	0	0	Unidentified
1363	-0,3	0	0,5	0	0,2	0,2	0	Unidentified
1364	0	0	0	0	0	0	0	Unidentified
1365	0	0	0	0	0	0	0	Unidentified
1366	0	0	0	0	0	0	0	Unidentified
1367	0	0	0	0	0	0	0	Unidentified
1368	0	0	0	0	0	0	0	Unidentified
1369	0,5	0,6	0	0	0	0	0	Unidentified
1370	0,5	0	0	0	0	0	0	Unidentified
1371	0,5	0	0	0	0	0	0	Unidentified
1372	0	0	0	0	0	0	0	Unidentified
1373	0	0	0	0	0	0	0	Unidentified
1374	0	0	0	0	0	0	0	Unidentified
1375	0,5	0,3	0	0	0	0	0	Unidentified
1376	0,5	1	0	0	0	0	0	Unidentified
1377	0,5	0	0	0	0	0	0	Unidentified
1378	0	0	0	0	0	0	0	Unidentified
1379	0	0	0	0	0	0	0	Unidentified
1380	0	0	0	0	0	0	0	Unidentified
1381	0,55	0,733333333	0	0	0	0	0	Unidentified
1382	0	0	0	0	0	0	0	Unidentified
1383	0	0,2	0	0	0	0	0	Unidentified
1384	0	0	0	0	0	0	0	Unidentified
1385	0	0	0	0	0	0	0	Unidentified
1386	0	0	0	0	0	0	0	Unidentified
1387	0	0	0	0	0	0	0	Unidentified
1388	0,4	0,433333333	0	0	0	0	0	Unidentified
1389	0,5	0,65	0	0	0	0	0	Unidentified
1390	0,7	0,3	0	0	0	0	0	Unidentified
1391	0,85	0,25	0	0	0	0	0	Unidentified
1392	0	0	0	0	0	0	0	Unidentified
1393	0,75	0	0	0	0	0	0	Unidentified
1394	0	0	0	0	0	0	0	Unidentified
1395	0,5	0	0	0	0	0	0	Unidentified
1396	0	0	0	0	0	0	0	Unidentified
1397	0,5	0	0	0	0	0	0	Unidentified
1398	0	0	0	0	0	0	0	Unidentified
1399	0	0	0	0	0	0	0	Unidentified
1400	0,55	0,7	0	0	0	0	0	Unidentified
1401	0	0	0	0	0	0	0	Unidentified
1402	0	0	0	0	0	0	0	Unidentified
1403	0	0	0	0	0	0	0	Unidentified
1404	0,5	0,35	0	0	0	0	0	Unidentified
1405	0,6	0,7	0	0	0	0	0	Unidentified
1406	0	0	0	0	0	0	0	Unidentified
1407	0	0	0	0	0	0	0	Unidentified
1408	0	0	0	0	0	0	0	Unidentified
1409	0	0	0	0	0	0	0	Unidentified
1410	0	0	0	0	0	0	0	Religion
1411	0,5	0,7	0	0	0	0	0	Religion
1412	0,7	0	0	0	0	0	0	Unidentified
1413	0	0	0	0,25	0	0	0	Unidentified
1414	0	0	0	0	0	0	0	Religion
1415	0	0	0	0	0	0	0	Religion
1416	0	0	0	0	0	0	0	Religion
1417	0,7	0,35	0	0	0	0	0	Religion
1418	0,5	0,7	0	0	0	0	0	Unidentified
1419	0	0	0	0	0	0	0	Unidentified
1420	0	0	0	0	0	0	0	Unidentified
1421	0	0	0	0	0	0	0	Unidentified
1422	0	0	0	0	0	0	0	Fashion
1423	0	0	0	0	0	0	0	Unidentified
1424	0	0	0	0	0	0	0	Fashion
1425	0	0	0	0	0	0	0	Unidentified
1426	0	0	0	0	0	0	0	Unidentified
1427	0	0	0	0	0	0	0	Unidentified
1428	0	0	0	0	0	0	0	Unidentified
1429	0	0	0	0	0	0	0	Unidentified
1430	0	0	0	0	0	0	0	Unidentified
1431	0	0	0	0	0	0	0	Unidentified
1432	0	0	0	0	0	0	0	Unidentified
1433	0	0	0	0	0	0	0	Unidentified
1434	0	0	0	0	0	0	0	Unidentified
1435	0	0	0	0	0	0	0	Unidentified
1436	0	0	0	0	0	0	0	Unidentified
1437	0	0	0	0	0	0	0	Unidentified
1438	0	0	0	0	0	0	0	Unidentified
1439	0	0	0	0	0	0	0	Unidentified
1440	0	0	0	0	0	0	0	Unidentified
1441	0	0	0	0	0	0	0	Unidentified
1442	0	0	0	0	0	0	0	Unidentified
1443	0	0	0	0	0	0	0	Unidentified
1444	0,766666667	0,3	0	0	0	0	0	Unidentified
1445	0,9	0,7	0	0	0	0	0	Unidentified
1446	0,85	0,85	0	0	0	0	0	Unidentified
1447	0,85	0	0	0	0	0	0	Unidentified
1448	-0,75	0	0,3	0	0	0	0,5	Unidentified
1449	0,866666667	0	0	0	0	0	0	Unidentified
1450	0,875	0,8	0	0	0	0	0	Unidentified
1451	1	0,6	0	0	0	0	0	Unidentified
1452	0,9	0,8	0	0	0	0	0	Unidentified
1453	0,7	1	0	0	0	0	0	Unidentified
1454	0,75	0,6	0	0	0	0	0	Unidentified
1455	0,65	0	0	0	0	0	0	Unidentified
1456	0,825	0	0	0	0	0	0	Unidentified
1457	0,766666667	0	0	0	0	0	0	Unidentified
1458	1	0,6	0	0	0	0	0	Unidentified
1459	0,85	0,85	0	0	0	0	0	Unidentified
1460	0,7	1	0	0	0	0	0	Unidentified
1461	0,55	0	0	0	0	0	0	Unidentified
1462	0,633333333	0	0	0	0	0	0	Unidentified
1463	0	0	0	0	0	0	0	Unidentified
1464	-0,7	0	0,5	0	0	0	0	Unidentified
1465	-0,75	0	0	0	0,233333333	0,233333333	0	Unidentified
1466	0	0	0	0	0	0	0	Unidentified
1467	0	0	0	0	0,5	0,5	0	Unidentified
1468	0	0	0	0	0	0	0	Unidentified
1469	0	0	0	0	0	0	0	Unidentified
1470	0	0	0	0	0	0	0	Unidentified
1471	0	0	0	0	0	0	0	Unidentified
1472	-0,5	0	0,533333333	0	0	0	0	Unidentified
1473	0	0	0	0	0	0	0	Unidentified
1474	0	0	0	0	0	0	0	Unidentified
1475	0	0	0	0	0	0	0	Unidentified
1476	0	0	0	0	0	0	0	Unidentified
1477	0	0	0	0	0	0	0	Fashion
1478	0	0	0	0	0	0	0	Fashion
1479	0	0	0	0	0	0	0	Fashion
1480	0	0	0	0	0	0	0	Fashion
1481	0	0	0	0	0	0	0	Fashion
1482	0	0	0	0	0	0	0	Unidentified
1483	0	0	0	0	0	0	0	Unidentified
1484	0	0	0	0	0	0	0	Fashion
1485	0	0	0	0	0	0	0	Fashion
1486	0	0	0	0	0	0	0	Fashion
1487	0	0	0	0	0	0	0	Fashion
1488	0	0	0	0	0	0	0	Fashion
1489	0	0	0	0	0	0	0	Unidentified
1490	0	0	0	0	0	0	0	Unidentified
1491	0	0	0	0	0	0	0	Fashion
1492	0	0	0	0	0	0	0	Fashion
1493	0	0	0	0	0	0	0	Fashion
1494	0	0	0	0	0	0	0	Fashion
1495	0	0	0	0	0	0	0	Fashion
1496	0	0	0	0	0	0	0	Unidentified
1497	0	0	0	0	0	0	0	Unidentified
1498	0	0	0	0	0	0	0	Unidentified
1499	0	0	0	0	0	0	0	Fashion
1500	0	0	0	0	0	0	0	Fashion
1501	0,3	0,5	0	0	0	0	0	Unidentified
1502	0	0	0	0	0	0	0	Unidentified
1503	0	0	0	0	0	0	0	Unidentified
1504	0	0	0	0	0	0	0	Unidentified
1505	0	0	0	0	0	0	0	Fashion
1506	0	0	0	0	0	0	0	Fashion
1507	0,3	0	0	0	0	0	0	Unidentified
1508	0	0	0	0	0	0	0	Unidentified
1509	0	0	0	0	0	0	0	Unidentified
1510	0	0	0	0	0	0	0	Unidentified
1511	0	0	0	0	0	0	0	Unidentified
1512	0	0	0	0	0	0	0	Unidentified
1513	0	0	0	0	0	0	0	Unidentified
1514	0	0	0	0	0	0	0	Unidentified
1515	0	0	0	0	0	0	0	Unidentified
1516	0	0	0	0	0	0	0	Unidentified
1517	0	0	0	0	0	0	0	Unidentified
1518	0	0	0	0	0	0	0	Unidentified
1519	0	0	0	0	0	0	0	Unidentified
1520	0	0	0	0	0	0	0	Unidentified
1521	0	0	0	0	0	0	0	Unidentified
1522	0	0	0	0	0	0	0	Unidentified
1523	0	0	0	0	0	0	0	Unidentified
1524	0	0	0	0	0	0	0	Unidentified
1525	0	0	0	0	0	0	0	Unidentified
1526	0	0	0	0	0	0	0	Unidentified
1527	0	0	0	0	0	0	0	Unidentified
1528	0	0	0	0	0	0	0	Unidentified
1529	0	0	0	0	0	0	0	Unidentified
1530	0	0	0	0	0	0	0	Unidentified
1531	0	0	0	0	0	0	0	Unidentified
1532	0	0	0	0	0	0	0	Unidentified
1533	0	0	0	0	0	0	0	Unidentified
1534	0	0	0	0	0	0	0	Unidentified
1535	0	0	0	0	0	0	0	Unidentified
1536	0	0	0	0	0	0	0	Unidentified
1537	0	0	0	0	0	0	0	Unidentified
1538	0	0	0	0	0	0	0	Unidentified
1539	0	0	0	0	0	0	0	Unidentified
1540	0	0	0	0	0	0	0	Unidentified
1541	0	0	0	0	0	0	0	Unidentified
1542	0	0	0	0	0	0	0	Unidentified
1543	0	0	0	0	0	0	0	Unidentified
1544	0	0	0	0	0	0	0	Unidentified
1545	0	0	0	0	0	0	0	Unidentified
1546	0	0	0	0	0	0	0	Unidentified
1547	0	0	0	0	0	0	0	Unidentified
1548	0	0	0	0	0	0	0	Unidentified
1549	0	0	0	0	0	0	0	Unidentified
1550	0	0	0	0	0	0	0	Unidentified
1551	0	0	0	0	0	0	0	Unidentified
1552	0	0	0	0	0	0	0	Unidentified
1553	0	0	0	0	0	0	0	Unidentified
1554	0	0	0	0	0	0	0	Unidentified
1555	0	0	0	0	0	0	0	Unidentified
1556	0	0	0	0	0	0	0	Unidentified
1557	0	0	0	0	0	0	0	Unidentified
1558	0	0	0	0	0	0	0	Unidentified
1559	0	0	0	0	0	0	0	Unidentified
1560	0	0	0	0	0	0	0	Unidentified
1561	0	0	0	0	0	0	0	Unidentified
1562	0	0	0	0	0	0	0	Unidentified
1563	0	0	0	0	0	0	0	Unidentified
1564	0	0	0	0	0	0	0	Unidentified
1565	0	0	0	0	0	0	0	Unidentified
1566	0	0	0	0	0	0	0	Unidentified
1567	0	0	0	0	0	0	0	Unidentified
1568	0	0	0	0	0	0	0	Unidentified
1569	0	0	0	0	0	0	0	Unidentified
1570	0	0	0	0	0	0	0	Unidentified
1571	0	0	0	0	0	0	0	Unidentified
1572	0	0	0	0	0	0	0	Unidentified
1573	0	0	0	0	0	0	0	Unidentified
1574	0	0	0	0	0	0	0	Unidentified
1575	0	0	0	0	0	0	0	Unidentified
1576	0	0	0	0	0	0	0	Unidentified
1577	0	0	0	0	0	0	0	Unidentified
1578	0	0	0	0	0	0	0	Unidentified
1579	0	0	0	0	0	0	0	Unidentified
1580	0	0	0	0	0	0	0	Unidentified
1581	0	0	0	0	0	0	0	Unidentified
1582	0	0	0	0	0	0	0	Unidentified
1583	0	0	0	0	0	0	0	Unidentified
1584	0	0	0	0	0	0	0	Unidentified
1585	0	0	0	0	0	0	0	Unidentified
1586	0	0	0	0	0	0	0	Unidentified
1587	0	0	0	0	0	0	0	Unidentified
1588	0	0	0	0	0	0	0	Unidentified
1589	0	0	0	0	0	0	0	Unidentified
1590	0	0	0	0	0	0	0	Unidentified
1591	0	0	0	0	0	0	0	Unidentified
1592	0	0	0	0	0,15	0,15	0	Unidentified
1593	0	0	0	0	0	0	0	Unidentified
1594	0	0	0	0	0	0	0	Unidentified
1595	0	0	0	0	0	0	0	Unidentified
1596	0	0	0	0	0	0	0	Unidentified
1597	0	0	0	0	0	0	0	Unidentified
1598	0	0	0	0	0	0	0	Unidentified
1599	0	0	0	0	0	0	0	Unidentified
1600	0,6	0	0	0	0	0	0	Unidentified
1601	0	0	0	0	0	0	0	Unidentified
1602	0	0	0	0	0	0	0	Unidentified
1603	0,75	0	0	0	0	0	0	Unidentified
1604	0	0	0	0	0	0	0	Unidentified
1605	0	0	0	0	0	0	0	Unidentified
1606	0	0	0	0	0	0	0	Unidentified
1607	1	0,35	0	0	0	0	0	Unidentified
1608	0	0,35	0	0	0	0	0	Unidentified
1609	0	0	0	0	0	0	0	Unidentified
1610	0	0	0	0	0	0	0	Unidentified
1611	0	0	0	0	0	0	0	Unidentified
1612	0	0	0	0	0	0	0	Unidentified
1613	0	0	0	0	0	0	0	Unidentified
1614	0	0	0	0	0	0	0	Unidentified
1615	0	0	0	0	0	0	0	Unidentified
1616	0,4	0	0	0	0	0	0	Unidentified
1617	0	0	0	0	0	0	0	Unidentified
1618	0	0	0	0	0	0	0	Unidentified
1619	0	0	0	0	0	0	0	Unidentified
1620	0	0	0	0	0	0	0	Unidentified
1621	0	0	0	0	0	0	0	Unidentified
1622	0	0	0	0	0	0	0	Unidentified
1623	0	0	0	0	0	0	0	Unidentified
1624	0	0	0	0	0	0	0	Unidentified
1625	0	0	0	0	0	0	0	Unidentified
1626	0	0	0	0	0	0	0	Unidentified
1627	0	0	0	0	0	0	0	Unidentified
1628	0	0	0	0	0	0	0	Unidentified
1629	0	0	0	0	0	0	0	Unidentified
1630	0	0	0	0	0	0	0	Unidentified
1631	0	0	0	0	0	0	0	Unidentified
1632	0	0	0	0	0	0	0	Unidentified
1633	0	0	0	0	0	0	0	Unidentified
1634	0	0	0	0	0	0	0	Unidentified
1635	0	0	0	0	0	0	0	Unidentified
1636	0	0	0	0	0	0	0	Unidentified
1637	0	0	0	0	0	0	0	Unidentified
1638	0	0	0	0	0	0	0	Unidentified
1639	0	0	0	0	0	0	0	Unidentified
1640	0	0	0	0	0	0	0	Unidentified
1641	0	0	0	0	0	0	0	Unidentified
1642	0	0	0	0	0	0	0	Unidentified
1643	0	0	0	0	0	0	0	Unidentified
1644	0	0	0	0	0	0	0	Unidentified
1645	0	0	0	0	0	0	0	Unidentified
1646	0	0	0	0	0	0	0	Unidentified
1647	0	0	0	0	0	0	0	Unidentified
1648	0	0	0	0	0	0	0	Unidentified
1649	0	0	0	0	0	0	0	Unidentified
1650	0	0	0	0	0	0	0	Unidentified
1651	0	0	0	0	0	0	0	Unidentified
1652	0	0	0	0	0	0	0	Unidentified
1653	0	0	0	0	0	0	0	Unidentified
1654	0	0	0	0	0	0	0	Unidentified
1655	0	0	0	0	0	0	0	Unidentified
1656	0	0	0	0	0	0	0	Unidentified
1657	0	0	0	0	0	0	0	Unidentified
1658	0	0	0	0	0	0	0	Unidentified
1659	0	0	0	0	0	0	0	Unidentified
1660	0	0	0	0	0	0	0	Unidentified
1661	0	0	0	0	0	0	0	Unidentified
1662	0	0	0	0	0	0	0	Unidentified
1663	0	0	0	0	0	0	0	Unidentified
1664	0	0	0	0	0	0	0	Unidentified
1665	0	0	0	0	0	0	0	Unidentified
1666	0	0	0	0	0	0	0	Unidentified
1667	0	0	0	0	0	0	0	Unidentified
1668	0	0	0	0	0	0	0	Unidentified
1669	0	0	0	0	0	0	0	Unidentified
1670	0	0	0	0	0	0	0	Unidentified
1671	0	0	0	0	0	0	0	Unidentified
1672	0	0	0	0	0	0	0	Unidentified
1673	0	0	0	0	0	0	0	Unidentified
1674	0	0	0	0	0	0	0	Unidentified
1675	0	0	0	0	0	0	0	Unidentified
1676	0	0	0	0	0	0	0	Unidentified
1677	0	0	0	0	0	0	0	Unidentified
1678	0	0	0	0	0	0	0	Unidentified
1679	0	0	0	0	0	0	0	Unidentified
1680	0	0	0	0	0	0	0	Unidentified
1681	0	0	0	0	0	0	0	Unidentified
1682	0	0	0	0	0	0	0	Unidentified
1683	0	0	0	0	0	0	0	Unidentified
1684	0	0	0	0	0	0	0	Unidentified
1685	0	0	0	0	0	0	0	Unidentified
1686	0	0	0	0	0	0	0	Unidentified
1687	0	0	0	0	0	0	0	Unidentified
1688	0	0	0	0	0	0	0	Unidentified
1689	0	0	0	0	0	0	0	Unidentified
1690	0	0	0	0	0	0	0	Unidentified
1691	0	0	0	0	0	0	0	Unidentified
1692	0	0	0	0	0	0	0	Unidentified
1693	0	0	0	0	0	0	0	Unidentified
1694	0	0	0	0	0	0	0	Unidentified
1695	0	0	0	0	0	0	0	Unidentified
1696	0,65	0	0	0	0	0	0	Unidentified
1697	0	0	0	0	0	0	0	Unidentified
1698	0	0	0	0	0	0	0	Unidentified
1699	0	0	0	0	0	0	0	Unidentified
1700	0	0	0	0	0	0	0	Unidentified
1701	0	0	0	0	0	0	0	Unidentified
1702	0	0	0	0	0	0	0	Unidentified
1703	0	0	0	0	0	0	0	Unidentified
1704	0	0	0	0	0	0	0	Unidentified
1705	0	0	0	0	0	0	0	Unidentified
1706	0	0	0	0	0	0	0	Unidentified
1707	0	0	0	0	0	0	0	Unidentified
1708	0	0	0	0	0	0	0	Unidentified
1709	0	0	0	0	0	0	0	Unidentified
1710	0	0	0	0	0	0	0	Unidentified
1711	0	0	0	0	0	0	0	Unidentified
1712	0	0	0	0	0	0	0	Unidentified
1713	0	0	0	0	0	0	0	Unidentified
1714	0,75	0,4	0	0	0	0	0	Unidentified
1715	0	0	0	0	0	0	0	Unidentified
1716	0	0	0	0	0	0	0	Unidentified
1717	0	0	0	0	0	0	0	Unidentified
1718	0	0	0	0	0	0	0	Unidentified
1719	0	0	0	0	0	0	0	Unidentified
1720	0	0	0	0	0	0	0	Unidentified
1721	0	0	0	0	0	0	0	Unidentified
1722	0	0	0	0	0	0	0	Unidentified
1723	0	0	0	0	0	0	0	Unidentified
1724	0	0	0	0	0	0	0	Unidentified
1725	0	0	0	0	0	0	0	Unidentified
1726	0	0	0	0	0	0	0	Unidentified
1727	0	0	0	0	0	0	0	Unidentified
1728	0	0	0	0	0	0	0	Unidentified
1729	0	0	0	0	0	0	0	Unidentified
1730	0	0	0	0	0	0	0	Unidentified
1731	0	0	0	0	0	0	0	Unidentified
1732	0	0	0	0	0	0	0	Unidentified
1733	0	0	0	0	0	0	0	Unidentified
1734	0	0	0	0	0	0	0	Unidentified
1735	0	0	0	0	0	0	0	Unidentified
1736	0	0	0	0	0	0	0	Unidentified
1737	0	0	0	0	0	0	0	Unidentified
1738	0	0	0	0	0	0	0	Unidentified
1739	0	0	0	0	0	0	0	Unidentified
1740	0	0	0	0	0	0	0	Unidentified
1741	0	0	0	0	0	0	0	Unidentified
1742	0	0	0	0	0	0	0	Unidentified
1743	0	0	0	0	0	0	0	Unidentified
1744	0	0	0	0	0	0	0	Unidentified
1745	0	0	0	0	0	0	0	Unidentified
1746	0	0	0	0	0	0	0	Unidentified
1747	0	0	0	0	0	0	0	Unidentified
1748	0	0	0	0	0	0	0	Unidentified
1749	0	0	0	0	0	0	0	Unidentified
1750	0	0	0	0	0	0	0	Unidentified
1751	0	0	0	0	0	0	0	Unidentified
1752	0	0	0	0	0	0	0	Unidentified
1753	0	0	0	0	0	0	0	Unidentified
1754	0	0	0	0	0	0	0	Unidentified
1755	0	0	0	0	0	0	0	Unidentified
1756	0	0	0	0	0	0	0	Unidentified
1757	0	0	0	0	0	0	0	Unidentified
1758	0	0	0	0	0	0	0	Unidentified
1759	0	0	0	0	0	0	0	Unidentified
1760	0	0	0	0	0	0	0	Unidentified
1761	0	0	0	0	0	0	0	Unidentified
1762	0	0	0	0	0	0	0	Unidentified
1763	0	0	0	0	0	0	0	Unidentified
1764	0	0	0	0	0	0	0	Unidentified
1765	0	0	0	0	0	0	0	Unidentified
1766	0	0	0	0	0	0	0	Unidentified
1767	0	0	0	0	0	0	0	Unidentified
1768	0	0	0	0	0	0	0	Unidentified
1769	0	0	0	0	0	0	0	Unidentified
1770	0	0	0	0	0	0	0	Unidentified
1771	0	0	0	0	0	0	0	Unidentified
1772	0	0	0	0	0	0	0	Unidentified
1773	0	0	0	0	0	0	0	Unidentified
1774	0	0	0	0	0	0	0	Unidentified
1775	0	0	0	0	0	0	0	Unidentified
1776	0	0	0	0	0	0	0	Unidentified
1777	0	0	0	0	0	0	0	Unidentified
1778	0	0	0	0	0	0	0	Unidentified
1779	0	0	0	0	0	0	0	Unidentified
1780	0	0	0	0	0	0	0	Unidentified
1781	0	0	0	0	0	0	0	Unidentified
1782	0	0	0	0	0	0	0	Unidentified
1783	0	0	0	0	0	0	0	Unidentified
1784	0	0	0	0	0	0	0	Unidentified
1785	0	0	0	0	0	0	0	Unidentified
1786	0	0	0	0	0	0	0	Unidentified
