Id	Polaridad	Happiness	Anger	Fear	Repulsion	Surprise	Sadness	interest
603	0	0	0	0	0	0	0	Unidentified
604	0	0	0	0	0	0	0	Unidentified
605	0	0	0	0	0	0	0	Unidentified
606	0	0	0	0	0	0	0	Unidentified
607	0	0	0	0	0	0	0	Unidentified
608	0	0	0	0	0	0	0	Unidentified
609	0	0	0	0	0	0	0	Unidentified
610	0	0	0	0	0	0	0	Unidentified
611	0	0	0	0	0	0	0	Unidentified
612	0	0	0	0	0	0	0	Unidentified
613	0	0,5	0	0	0	0	0	Unidentified
614	0	0	0	0	0	0	0	Unidentified
615	0	0	0	0	0	0	0	Unidentified
616	0	0	0	0	0	0	0	Unidentified
617	0	0	0	0	0	0	0	Unidentified
618	0	0	0	0	0	0	0	Unidentified
619	0	0,25	0	0	0	0	0	Unidentified
620	0	0,5	0	0	0	0	0	Unidentified
621	0	0	0	0	0	0	0	Unidentified
622	0	0	0	0	0	0	0	Unidentified
623	0	0	0	0	0	0	0	Unidentified
624	0	0	0	0	0	0	0	Unidentified
625	0	0	0	0	0	0	0	Unidentified
626	0	0,25	0	0	0	0	0	Unidentified
627	0	0,5	0	0	0	0	0	Unidentified
628	0	0	0	0	0	0	0	Unidentified
629	0	0	0	0	0	0	0	Unidentified
630	0	0	0	0	0	0	0	Unidentified
631	0	0	0	0	0	0	0	Unidentified
632	0	0	0	0	0	0	0	Unidentified
633	-0,45	0	0	0,2	0,15	0,15	0	Unidentified
634	-0,6	0	0	0	0	0	0	Unidentified
635	0	0	0	0	0,2	0,2	0	Unidentified
636	-0,65	0	0,266666667	0	0	0	0,5	Unidentified
637	-0,566666667	0	0,5	0	0	0	0,5	Unidentified
638	-0,566666667	0	0,5	0	0	0	0,333333333	Unidentified
639	-0,45	0	0,366666667	0	0,233333333	0,233333333	0	Unidentified
640	-0,55	0	0	0	0,233333333	0,233333333	0	Unidentified
641	-0,6	0	0	0	0,25	0,25	0	Unidentified
642	-0,55	0	0,2	0	0	0	0,5	Unidentified
643	-0,65	0	0,4	0	0	0	0,75	Unidentified
644	-0,566666667	0	0,5	0	0	0	0,5	Unidentified
645	-0,566666667	0	0,5	0	0	0	0,333333333	Unidentified
646	-0,45	0	0	0	0	0	0	Unidentified
647	-0,55	0	0	0	0,233333333	0,233333333	0	Unidentified
648	-0,6	0	0	0	0,25	0,25	0	Unidentified
649	-0,55	0	0,4	0	0	0	1	Unidentified
650	-0,65	0	0,4	0	0	0	0,75	Unidentified
651	-0,566666667	0	0,5	0	0	0	0,5	Unidentified
652	-0,566666667	0	0,375	0	0	0	0,25	Unidentified
653	-0,45	0	0	0	0	0	0	Unidentified
654	-0,55	0	0,433333333	0	0	0	0	Unidentified
655	-0,6	0	0,6	0	0	0	0	Unidentified
656	-0,65	0	0,6	0	0,5	0,5	0	Unidentified
657	-0,75	0	0,6	0	0,25	0,25	0,15	Unidentified
658	-0,566666667	0	0,3	0	0	0	0	Unidentified
659	-0,5	0	0	0	0	0	0,3	Unidentified
660	-0,35	0	0	0	0	0	0	Unidentified
661	-0,55	0	0,35	0	0,15	0,15	0,25	Unidentified
662	-0,6	0	0	0	0	0	0	Unidentified
663	-0,65	0	0,6	0	0,5	0,5	0	Unidentified
664	-0,75	0	0,4	0	0	0	0	Unidentified
665	-0,566666667	0	0,3	0	0	0	0	Unidentified
666	-0,5	0	0	0	0	0	0,3	Unidentified
667	-0,35	0	0	0	0	0	0,3	Unidentified
668	-0,55	0	0,35	0	0,15	0,15	0,25	Unidentified
669	-0,6	0	0	0	0	0	0	Unidentified
670	-0,65	0	0,3	0	0,25	0,25	0	Unidentified
671	-0,75	0	0,4	0	0	0	0	Unidentified
672	-0,775	0	0	0	0	0	0	Unidentified
673	-0,766666667	0	0	0	0,366666667	0,366666667	0	Unidentified
674	-1	0	0	0	0,566666667	0,566666667	0	Unidentified
675	-1	0	0,25	0	0,45	0,45	0	Unidentified
676	-1	0	0	0	0,3	0,3	0	Unidentified
677	-0,9	0	0	0	0	0	0	Unidentified
678	-0,7	0	0	0	0	0	0	Unidentified
679	-0,7	0	0	0	0	0	0	Unidentified
680	-0,766666667	0	0	0	0,366666667	0,366666667	0	Unidentified
681	-1	0	0	0	0,566666667	0,566666667	0	Unidentified
682	-1	0	0	0	0,3	0,3	0	Unidentified
683	-1	0	0	0	0,3	0,3	0	Unidentified
684	-0,9	0	0	0	0	0	0	Unidentified
685	-0,55	0	0	0	0	0	0	Unidentified
686	-0,7	0	0	0	0	0	0	Unidentified
687	-0,766666667	0	0	0	0,366666667	0,366666667	0	Unidentified
688	-1	0	0	0	0,425	0,425	0	Unidentified
689	-1	0	0	0	0,3	0,3	0	Unidentified
690	0,75	0,35	0	0	0	0	0	Unidentified
691	0,45	0	0	0	0	0	0	Unidentified
692	0,35	0	0	0	0	0	0	Unidentified
693	0,566666667	0	0	0	0	0	0	Unidentified
694	0,75	0	0	0	0	0	0	Unidentified
695	0,9	0	0	0	0	0	0	Unidentified
696	0,733333333	0,333333333	0	0	0	0	0	Unidentified
697	0,5	0	0	0	0	0	0	Unidentified
698	0,45	0	0	0	0	0	0	Unidentified
699	0,35	0	0	0	0	0	0	Unidentified
700	0,675	0	0	0	0	0	0	Unidentified
701	0,75	0	0	0	0	0	0	Unidentified
702	0,9	0	0	0	0	0	0	Unidentified
703	0,6	0,15	0	0	0	0	0	Unidentified
704	0,5	0	0	0	0	0	0	Unidentified
705	0,45	0	0	0	0	0	0	Unidentified
706	0,566666667	0	0	0	0	0	0	Unidentified
707	0,675	0	0	0	0	0	0	Unidentified
708	0	0	0	0	0	0	0	Unidentified
709	0	0	0	0	0	0	0	Unidentified
710	0,5	0,3	0	0	0	0	0	Unidentified
711	0,5	0,6	0	0	0	0	0	Unidentified
712	0,75	0,5	0	0	0	0	0	Unidentified
713	0	0,333333333	0	0	0	0	0	Unidentified
714	0	0	0	0	0	0	0	Unidentified
715	0	0	0	0	0	0	0	Unidentified
716	0	0	0	0	0	0	0	Unidentified
717	0,5	0,3	0	0	0	0	0	Unidentified
718	0,75	0,65	0	0	0	0	0	Unidentified
719	0,75	0,5	0	0	0	0	0	Unidentified
720	0	0,333333333	0	0	0	0	0	Unidentified
721	0	0	0	0	0	0	0	Unidentified
722	0	0	0	0	0	0	0	Unidentified
723	0	0	0	0	0	0	0	Unidentified
724	0,75	0,433333333	0	0	0	0	0	Unidentified
725	0,75	0,65	0	0	0	0	0	Unidentified
726	0,666666667	0,55	0	0	0	0	0	Unidentified
727	0,3	0,2	0	0	0	0	0	Unidentified
728	0,3	0	0	0	0	0	0	Unidentified
729	0,35	0	0	0	0	0	0	Unidentified
730	0,75	0	0	0	0	0	0	Unidentified
731	0,7	0,433333333	0	0	0	0	0	Unidentified
732	0,8	0,7	0	0	0	0	0	Unidentified
733	0,5	0,4	0	0	0	0	0	Unidentified
734	0,3	0,2	0	0	0	0	0	Unidentified
735	0,3	0	0	0	0	0	0	Unidentified
736	0,566666667	0	0	0	0	0	0	Unidentified
737	0,75	0	0	0	0	0	0	Unidentified
738	0,7	0,466666667	0	0	0	0	0	Unidentified
739	0,6	0,7	0	0	0	0	0	Unidentified
740	0,5	0,4	0	0	0	0	0	Unidentified
741	0,3	0,2	0	0	0	0	0	Unidentified
742	0,533333333	0	0	0	0	0	0	Unidentified
743	0,566666667	0	0	0	0	0	0	Unidentified
744	-0,166666667	0	0	0	0	0	0	Unidentified
745	0,55	0	0	0	0	0	0	Religion
746	0,6	0	0	0	0	0	0	Religion
747	0,5	0	0	0	0	0	0	Unidentified
748	-0,2	0	0	0	0	0	0	Unidentified
749	0	0	0	0	0	0	0	Unidentified
750	0	0	0	0	0	0	0	Unidentified
751	0,5	0	0	0	0	0	0	Unidentified
752	0,55	0	0	0	0	0	0	Religion
753	0,6	0	0	0	0	0	0	Religion
754	0,5	0	0	0	0	0	0	Unidentified
755	-0,2	0	0	0	0	0	0	Unidentified
756	0	0	0	0	0	0	0	Unidentified
757	0	0	0	0	0	0	0	Unidentified
758	0,5	0	0	0	0	0	0	Unidentified
759	0,55	0	0	0	0	0	0	Religion
760	-0,2	0	0	0,2	0	0	0	Religion
761	0,5	0	0	0	0	0	0	Unidentified
762	-0,766666667	0	0	0	0	0	0	Unidentified
763	-0,6	0	0	0	0	0	0	Unidentified
764	-0,533333333	0	0	0	0	0	0	Unidentified
765	-0,5	0	0	0	0	0	0	Unidentified
766	-0,7	0	0,3	0	0	0	0	Unidentified
767	-0,8	0	0,15	0	0	0	0	Unidentified
768	-0,766666667	0	0,15	0	0	0	0	Unidentified
769	-0,65	0	0	0	0	0	0	Unidentified
770	-0,6	0	0	0	0	0	0	Unidentified
771	-0,533333333	0	0	0	0	0	0	Unidentified
772	-0,666666667	0	0	0	0	0	0	Unidentified
773	-0,7	0	0,3	0	0	0	0	Unidentified
774	-0,8	0	0,15	0	0	0	0	Unidentified
775	-0,65	0	0	0	0	0	0	Unidentified
776	-0,65	0	0	0	0	0	0	Unidentified
777	-0,6	0	0	0	0	0	0	Unidentified
778	-0,65	0	0	0	0	0	0	Unidentified
779	-0,666666667	0	0	0	0	0	0	Unidentified
780	-0,65	0	0,2	0	0	0	0	Unidentified
781	-0,3	0	0	0	0	0	0	Unidentified
782	-0,35	0	0	0	0	0	0	Unidentified
783	-0,45	0	0	0	0	0	0	Unidentified
784	-0,633333333	0	0	0	0	0	0	Unidentified
785	0	0	0	0	0	0	0	Unidentified
786	0	0	0	0	0	0	0	Unidentified
787	-0,3	0	0,15	0	0	0	0	Unidentified
788	-0,3	0	0	0	0	0	0	Unidentified
789	-0,35	0	0	0	0	0	0	Unidentified
790	-0,633333333	0	0	0	0	0	0	Unidentified
791	-0,633333333	0	0	0	0	0	0	Unidentified
792	0	0	0	0	0	0	0	Unidentified
793	0	0	0	0	0	0	0	Unidentified
794	-0,3	0	0,15	0	0	0	0	Unidentified
795	-0,3	0	0	0	0	0	0	Unidentified
796	-0,566666667	0	0,15	0	0	0	0	Unidentified
797	-0,633333333	0	0	0	0	0	0	Unidentified
798	0	0	0	0	0	0	0	Health
799	0,3	0	0	0	0	0	0	Unidentified
800	0,4	0	0	0	0	0	0	Unidentified
801	0,6	0,25	0	0	0	0	0	Unidentified
802	0,7	0	0	0	0	0	0	Unidentified
803	0,7	0,2	0	0	0	0	0	Unidentified
804	0	0	0	0	0	0	0	Health
805	0,5	0	0	0	0	0	0	Health
806	0,4	0	0	0	0	0	0	Unidentified
807	0,4	0	0	0	0	0	0	Unidentified
808	0,6	0	0	0	0	0	0	Unidentified
809	0,7	0	0	0	0	0	0	Unidentified
810	0,7	0,2	0	0	0	0	0	Unidentified
811	0,7	0,2	0	0	0	0	0	Health
812	0,5	0	0	0	0	0	0	Health
813	0,4	0	0	0	0	0	0	Unidentified
814	0,4	0	0	0	0	0	0	Unidentified
815	0,6	0	0	0	0	0	0	Unidentified
816	0,7	0,15	0	0	0	0	0	Unidentified
817	0,7	0	0	0	0	0	0	Unidentified
818	0	0	0	0	0	0	0	Fashion
819	0	0	0	0	0	0	0	Fashion
820	0	0	0	0	0	0	0	Unidentified
821	0	0	0	0	0	0	0	Unidentified
822	0	0	0	0	0	0	0	Unidentified
823	0,7	0,3	0	0	0	0	0	Unidentified
824	0,7	0	0	0	0	0	0	Unidentified
825	0	0	0	0	0	0	0	Fashion
826	0	0	0	0	0	0	0	Fashion
827	0	0	0	0	0	0	0	Unidentified
828	0	0	0	0	0	0	0	Unidentified
829	0,7	0,15	0	0	0	0	0	Unidentified
830	0,7	0,3	0	0	0	0	0	Unidentified
831	0,7	0	0	0	0	0	0	Unidentified
832	0	0	0	0	0	0	0	Fashion
833	0	0	0	0	0	0	0	Fashion
834	0	0	0	0	0	0	0	Unidentified
835	0,2	0	0	0	0	0	0	Sports
836	0	0	0	0	0	0	0	Sports
837	0	0	0	0	0	0	0	Unidentified
838	0	0	0	0	0	0	0	Unidentified
839	0	0	0	0	0	0	0	Unidentified
840	0	0	0	0	0	0	0	Unidentified
841	0	0	0	0	0	0	0	Unidentified
842	0,2	0	0	0	0	0	0	Sports
843	0	0	0	0	0	0	0	Sports
844	0	0	0	0	0	0	0	Unidentified
845	0	0	0	0	0	0	0	Unidentified
846	0	0	0	0	0	0	0	Unidentified
847	0	0	0	0	0	0	0	Unidentified
848	0	0	0	0	0	0	0	Unidentified
849	0,2	0	0	0	0	0	0	Sports
850	0	0	0	0	0	0	0	Sports
851	0	0	0	0	0	0	0	Unidentified
852	0	0	0	0	0	0	0	Unidentified
853	0	0	0	0	0	0	0	Unidentified
854	0	0	0	0	0	0	0	Unidentified
855	0	0	0	0	0	0	0	Unidentified
856	0	0	0	0	0	0	0	Sports
857	0	0	0	0	0	0	0	Sports
858	0	0	0	0	0	0	0	Unidentified
859	0	0	0	0	0	0	0	Unidentified
860	0	0	0	0	0	0	0	Unidentified
861	0	0	0	0	0	0	0	Unidentified
862	0	0	0	0	0	0	0	Unidentified
863	0	0	0	0	0	0	0	Sports
864	0	0	0	0	0	0	0	Sports
865	0	0	0	0	0	0	0	Unidentified
866	0	0	0	0	0	0	0	Unidentified
867	0	0	0	0	0	0	0	Unidentified
868	0	0	0	0	0	0	0	Unidentified
869	0	0	0	0	0	0	0	Unidentified
870	0,4	0	0	0	0	0	0	Entertainment
871	0,7	0,35	0	0	0	0	0	Entertainment
872	0,7	0,7	0	0	0	0	0	Unidentified
873	0,65	0,7	0	0	0	0	0	Unidentified
874	0	0	0	0	0	0	0	Entertainment
875	0	0	0	0	0	0	0	Entertainment
876	0	0	0	0	0	0	0	Entertainment
877	0,4	0	0	0	0	0	0	Entertainment
878	0,7	0,35	0	0	0	0	0	Entertainment
879	0,7	0,7	0	0	0	0	0	Unidentified
880	0,766666667	0,75	0	0	0	0	0	Unidentified
881	0,8	0,5	0	0	0	0	0	Entertainment
882	0,633333333	0	0	0	0	0	0	Unidentified
883	0	0	0	0	0	0	0	Unidentified
884	0,4	0	0	0	0	0	0	Entertainment
885	0,65	0,65	0	0	0	0	0	Unidentified
886	0,8	0,4	0	0	0	0	0	Unidentified
887	0,5	0	0	0	0	0	0	Unidentified
888	0	0	0	0	0	0	0	Health
889	0,25	0	0	0	0	0	0	Health
890	0,4	0	0	0	0	0	0	Unidentified
891	0,4	0,433333333	0	0	0	0	0	Unidentified
892	0,65	0,433333333	0	0	0	0	0	Unidentified
893	0,8	0,4	0	0	0	0	0	Unidentified
894	0,5	0	0	0	0	0	0	Unidentified
895	0,2	0	0	0	0	0	0	Health
896	0,25	0	0	0	0	0	0	Health
897	0,4	0	0	0	0	0	0	Unidentified
898	0,4	0	0	0	0	0	0	Unidentified
899	0,65	0,433333333	0	0	0	0	0	Unidentified
900	0,8	0,4	0	0	0	0	0	Unidentified
901	0,5	0,2	0	0	0	0	0	Unidentified
902	0,2	0	0	0	0	0	0	Health
903	0	0	0	0	0	0	0	Sports
904	0	0	0	0	0	0	0	Sports
905	0	0	0	0	0	0	0	Sports
906	0	0	0	0	0	0	0	Sports
907	0,5	0,8	0	0	0	0	0	Sports
908	0,5	0	0	0	0	0	0	Sports
909	0	0	0	0	0	0	0	Sports
910	0	0	0	0	0	0	0	Sports
911	0	0	0	0	0	0	0	Sports
912	0	0	0	0	0	0	0	Sports
913	0,5	0,4	0	0	0	0	0	Sports
914	0,5	0,8	0	0	0	0	0	Sports
915	0,5	0	0	0	0	0	0	Sports
916	0	0	0	0	0	0	0	Sports
917	0	0	0	0	0	0	0	Sports
918	0	0	0	0	0	0	0	Sports
919	0,2	0	0	0	0	0	0	Sports
920	0,5	0,4	0	0	0	0	0	Sports
921	0,7	0	0	0	0	0	0	Unidentified
922	0,55	0	0	0	0	0	0	Unidentified
923	0	0	0	0	0	0	0	Unidentified
924	0	0	0	0	0	0	0	Unidentified
925	0,25	0	0	0	0	0	0	Unidentified
926	0,25	0	0	0	0	0	0	Unidentified
927	0,5	0,25	0	0	0	0	0	Unidentified
928	0,7	0	0	0	0	0	0	Unidentified
929	0,55	0	0	0	0	0	0	Unidentified
930	0	0	0	0	0	0	0	Unidentified
931	0,3	0	0	0	0	0	0	Unidentified
932	0,25	0	0	0	0	0	0	Unidentified
933	0,25	0	0	0	0	0	0	Unidentified
934	0,5	0	0	0	0	0	0	Unidentified
935	0,7	0	0	0	0	0	0	Unidentified
936	0,55	0	0	0	0	0	0	Unidentified
937	0,4	0	0	0	0	0	0	Unidentified
938	0,3	0	0	0	0	0	0	Unidentified
939	0,25	0	0	0	0	0	0	Unidentified
940	0,25	0	0	0	0	0	0	Unidentified
941	0,5	0,366666667	0	0	0	0	0	Health
942	0,7	0,3	0	0	0	0	0	Unidentified
943	0,7	0	0	0	0	0	0	Unidentified
944	0	0	0	0	0	0	0	Unidentified
945	0	0	0	0	0	0	0	Unidentified
946	0	0	0	0	0	0	0	Unidentified
947	0	0	0	0	0	0	0	Unidentified
948	0	0	0	0	0	0	0	Health
949	0,3	0,8	0	0	0	0	0	Unidentified
950	0,3	0	0	0	0	0	0	Unidentified
951	0	0	0	0	0	0	0	Unidentified
952	0	0	0	0	0	0	0	Unidentified
953	0	0	0	0	0	0	0	Unidentified
954	0	0	0	0	0	0	0	Unidentified
955	0	0	0	0	0	0	0	Unidentified
956	0	0	0	0	0	0	0	Unidentified
957	0	0	0	0	0	0	0	Unidentified
958	0	0	0	0	0	0	0	Unidentified
959	0	0	0	0	0	0	0	Unidentified
960	0	0	0	0	0	0	0	Sports
961	0,2	0	0	0	0	0	0	Sports
962	0	0	0	0	0	0	0	Sports
963	0	0,2	0	0	0	0	0	Sports
964	0	0	0	0	0	0	0	Sports
965	0	0	0	0	0	0	0	Sports
966	0	0	0	0	0	0	0	Sports
967	0	0	0	0	0	0	0	Sports
968	0,2	0	0	0	0	0	0	Sports
969	0	0,25	0	0	0	0	0	Sports
970	0	0,25	0	0	0	0	0	Sports
971	0	0	0	0	0	0	0	Sports
972	0	0	0	0	0	0	0	Sports
973	0	0	0	0	0	0	0	Sports
974	0	0	0	0	0	0	0	Sports
975	0,2	0	0	0	0	0	0	Sports
976	0	0	0	0	0	0	0	Sports
977	0	0,25	0	0	0	0	0	Sports
978	0	0	0	0	0	0	0	Sports
979	0	0	0	0	0	0	0	Sports
980	0	0	0	0	0	0	0	Sports
981	0	0	0	0	0	0	0	Sports
982	0	0	0	0	0	0	0	Sports
983	0	0	0	0	0	0	0	Sports
984	0	0,25	0	0	0	0	0	Sports
985	0	0	0	0	0	0	0	Sports
986	0	0	0	0	0	0	0	Sports
987	0	0	0	0	0	0	0	Sports
988	0	0	0	0	0	0	0	Sports
989	0	0	0	0	0	0	0	Sports
990	0	0	0	0	0	0	0	Sports
991	0	0,5	0	0	0	0	0	Sports
992	0	0	0	0	0	0	0	Sports
993	0	0	0	0	0	0	0	Sports
994	0	0	0	0	0	0	0	Sports
995	0	0	0	0	0	0	0	Sports
996	0	0	0	0	0	0	0	Sports
997	0	0,25	0	0	0	0	0	Sports
998	0	0,5	0	0	0	0	0	Sports
999	0	0	0	0	0	0	0	Sports
1000	0	0	0	0	0	0	0	Sports
1001	0	0	0	0	0	0	0	Sports
1002	0	0	0	0	0	0	0	Sports
1003	0,2	0	0	0	0	0	0	Sports
1004	0	0,25	0	0	0	0	0	Sports
1005	0	0,5	0	0	0	0	0	Sports
1006	0	0	0	0	0	0	0	Sports
1007	0	0	0	0	0	0	0	Sports
1008	0	0	0	0	0	0	0	Sports
1009	0	0	0	0	0	0	0	Sports
1010	0,2	0	0	0	0	0	0	Sports
1011	0	0,25	0	0	0	0	0	Sports
1012	0	0,25	0	0	0	0	0	Sports
1013	0	0	0	0	0	0	0	Sports
1014	0	0	0	0	0	0	0	Sports
1015	0	0	0	0	0	0	0	Sports
1016	0	0	0	0	0	0	0	Sports
1017	0,2	0	0	0	0	0	0	Sports
1018	0	0	0	0	0	0	0	Sports
1019	0	0,25	0	0	0	0	0	Sports
1020	0	0	0	0	0	0	0	Sports
1021	0	0	0	0	0	0	0	Sports
1022	0	0	0	0	0	0	0	Sports
1023	0	0	0	0	0	0	0	Sports
1024	0	0	0	0	0	0	0	Sports
1025	0	0	0	0	0	0	0	Sports
1026	0	0,25	0	0	0	0	0	Sports
1027	0	0	0	0	0	0	0	Sports
1028	0	0	0	0	0	0	0	Sports
1029	0	0	0	0	0	0	0	Sports
1030	0	0	0	0	0	0	0	Sports
1031	0	0	0	0	0	0	0	Sports
1032	0	0	0	0	0	0	0	Sports
1033	0	0,5	0	0	0	0	0	Sports
1034	0	0	0	0	0	0	0	Sports
1035	0	0	0	0	0	0	0	Sports
1036	0	0	0	0	0	0	0	Sports
1037	0	0	0	0	0	0	0	Sports
1038	0	0	0	0	0	0	0	Sports
1039	0	0,25	0	0	0	0	0	Sports
1040	0	0,5	0	0	0	0	0	Sports
1041	0	0	0	0	0	0	0	Sports
1042	0	0	0	0	0	0	0	Sports
1043	0	0	0	0	0	0	0	Sports
1044	0	0	0	0	0	0	0	Sports
1045	0,2	0	0	0	0	0	0	Sports
1046	0	0,25	0	0	0	0	0	Sports
1047	0	0,5	0	0	0	0	0	Sports
1048	0	0	0	0	0	0	0	Sports
1049	0	0	0	0	0	0	0	Sports
1050	0	0	0	0	0	0	0	Sports
1051	0	0	0	0	0	0	0	Sports
1052	0,3	0	0	0	0	0	0	Sports
1053	0	0,25	0	0	0	0	0	Sports
1054	0	0,25	0	0	0	0	0	Sports
1055	0	0	0	0	0	0	0	Sports
1056	0	0	0	0	0	0	0	Sports
1057	0	0	0	0	0	0	0	Sports
1058	0	0	0	0	0	0	0	Sports
1059	0,3	0	0	0	0	0	0	Sports
1060	0	0	0	0	0	0	0	Sports
1061	0	0,25	0	0	0	0	0	Sports
1062	0	0	0	0	0	0	0	Sports
1063	0	0	0	0	0	0	0	Sports
1064	0	0	0	0	0	0	0	Sports
1065	0	0	0	0	0	0	0	Sports
1066	0	0	0	0	0	0	0	Sports
1067	0	0	0	0	0	0	0	Sports
1068	0	0,25	0	0	0	0	0	Sports
1069	0	0	0	0	0	0	0	Sports
1070	0	0	0	0	0	0	0	Sports
1071	0	0	0	0	0	0	0	Sports
1072	0	0	0	0	0	0	0	Sports
1073	0	0	0	0	0	0	0	Sports
1074	0	0	0	0	0	0	0	Sports
1075	0	0,5	0	0	0	0	0	Sports
1076	0	0	0	0	0	0	0	Sports
1077	0	0	0	0	0	0	0	Sports
1078	0	0	0	0	0	0	0	Sports
1079	0	0	0	0	0	0	0	Sports
1080	0	0	0	0	0	0	0	Sports
1081	0	0,25	0	0	0	0	0	Sports
1082	0	0,5	0	0	0	0	0	Sports
1083	0	0	0	0	0	0	0	Sports
1084	0	0	0	0	0	0	0	Sports
1085	0	0	0	0	0	0	0	Sports
1086	0	0	0	0	0	0	0	Sports
1087	0,2	0	0	0	0	0	0	Sports
1088	0	0,25	0	0	0	0	0	Sports
1089	0	0,5	0	0	0	0	0	Sports
1090	0	0	0	0	0	0	0	Sports
1091	0	0	0	0	0	0	0	Sports
1092	0	0	0	0	0	0	0	Sports
1093	0	0	0	0	0	0	0	Sports
1094	0,2	0	0	0	0	0	0	Sports
1095	0	0,25	0	0	0	0	0	Sports
1096	0	0,25	0	0	0	0	0	Sports
1097	0	0	0	0	0	0	0	Sports
1098	0	0	0	0	0	0	0	Sports
1099	0	0	0	0	0	0	0	Sports
1100	0	0	0	0	0	0	0	Sports
1101	0,2	0	0	0	0	0	0	Sports
1102	0	0	0	0	0	0	0	Sports
1103	0	0,25	0	0	0	0	0	Sports
1104	0	0	0	0	0	0	0	Sports
1105	0	0	0	0	0	0	0	Sports
1106	0	0	0	0	0	0	0	Sports
1107	0	0	0	0	0	0	0	Sports
1108	0	0	0	0	0	0	0	Sports
1109	0	0	0	0	0	0	0	Sports
1110	0	0,25	0	0	0	0	0	Sports
1111	0	0	0	0	0	0	0	Sports
1112	0	0	0	0	0	0	0	Sports
1113	0	0	0	0	0	0	0	Sports
1114	0	0	0	0	0	0	0	Sports
1115	0	0	0	0	0	0	0	Sports
1116	0	0	0	0	0	0	0	Sports
1117	0	0,5	0	0	0	0	0	Sports
1118	0	0	0	0	0	0	0	Sports
1119	0	0	0	0	0	0	0	Unidentified
1120	0	0	0	0	0	0	0	Sports
1121	0	0	0	0	0	0	0	Sports
1122	0	0	0	0	0	0	0	Sports
1123	0	0,25	0	0	0	0	0	Sports
1124	0	0,5	0	0	0	0	0	Sports
1125	0,3	0,4	0	0	0	0	0	Sports
1126	0	0	0	0	0	0	0	Sports
1127	0	0	0	0	0	0	0	Sports
1128	0	0	0	0	0	0	0	Sports
1129	0,25	0	0	0	0	0	0	Sports
1130	0,3	0,25	0	0	0	0	0	Sports
1131	0	0,5	0	0	0	0	0	Sports
1132	0	0,2	0	0	0	0	0	Sports
1133	0	0	0	0	0	0	0	Sports
1134	0	0	0	0	0	0	0	Sports
1135	0,25	0	0	0	0	0	0	Sports
1136	0,25	0	0	0	0	0	0	Sports
1137	0,3	0,25	0	0	0	0	0	Sports
1138	0	0,25	0	0	0	0	0	Sports
1139	0	0	0	0	0	0	0	Sports
1140	0	0	0	0	0	0	0	Sports
1141	0	0	0	0	0	0	0	Sports
1142	0	0	0	0	0	0	0	Sports
1143	0,2	0	0	0	0	0	0	Sports
1144	0	0	0	0	0	0	0	Sports
1145	0	0,25	0	0	0	0	0	Sports
1146	0	0	0	0	0	0	0	Sports
1147	0	0	0	0	0	0	0	Sports
1148	0	0	0	0	0	0	0	Sports
1149	0	0	0	0	0	0	0	Sports
1150	0	0	0	0	0	0	0	Sports
1151	0	0	0	0	0	0	0	Sports
1152	0	0,25	0	0	0	0	0	Sports
1153	0	0	0	0	0	0	0	Sports
1154	0	0	0	0	0	0	0	Sports
1155	0	0	0	0	0	0	0	Sports
1156	0	0	0	0	0	0	0	Sports
1157	0	0	0	0	0	0	0	Sports
1158	0	0	0	0	0	0	0	Sports
1159	0	0,5	0	0	0	0	0	Sports
1160	0	0	0	0	0	0	0	Sports
1161	0	0	0	0	0	0	0	Sports
1162	0	0	0	0	0	0	0	Sports
1163	0	0	0	0	0	0	0	Sports
1164	0	0	0	0	0	0	0	Sports
1165	0	0,25	0	0	0	0	0	Sports
1166	0	0,5	0	0	0	0	0	Sports
1167	0	0	0	0	0	0	0	Sports
1168	0	0	0	0	0	0	0	Sports
1169	0	0	0	0	0	0	0	Sports
1170	0	0	0	0	0	0	0	Sports
1171	0,2	0	0	0	0	0	0	Sports
1172	0	0,25	0	0	0	0	0	Sports
1173	0	0,5	0	0	0	0	0	Sports
1174	0	0	0	0	0	0	0	Sports
1175	0	0	0	0	0	0	0	Sports
1176	0	0	0	0	0	0	0	Sports
1177	0,25	0	0	0	0	0	0	Entertainment
1178	0,25	0,433333333	0	0	0	0	0	Sports
1179	0,3	0,65	0	0	0	0	0	Entertainment
1180	0	0,3	0	0	0	0	0	Unidentified
1181	0	0,25	0	0	0	0	0	Unidentified
1182	0	0	0	0	0	0	0	Unidentified
1183	0,4	0	0	0	0	0	0	Sports
1184	0,25	0	0	0	0	0	0	Entertainment
1185	0,25	0,433333333	0	0	0	0	0	Sports
1186	0	0,433333333	0	0	0	0	0	Entertainment
1187	0	0,3	0	0	0	0	0	Unidentified
1188	0	0,25	0	0	0	0	0	Unidentified
1189	0,6	0,25	0	0	0	0	0	Unidentified
1190	0,4	0	0	0	0	0	0	Sports
1191	0,25	0	0	0	0	0	0	Entertainment
1192	0,25	0	0	0	0	0	0	Sports
1193	0	0,433333333	0	0	0	0	0	Entertainment
1194	0	0,3	0	0	0	0	0	Unidentified
1195	0,35	0	0	0	0	0	0	Family
1196	0,2	0	0	0	0	0	0	Unidentified
1197	0,3	0	0	0	0	0	0	Unidentified
1198	0,775	0,75	0	0	0	0	0	Unidentified
1199	0,833333333	0,85	0	0	0	0	0	Family
